   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly |       t_libr |       t_frac |       t_poly
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0 |     -0.211431177735989 |     -0.214639097664146 |     -0.214639097663146 |     -0.214639097323430 |   1.00e-12 |   3.41e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
    1 |     -0.745438154315639 |     -0.923111516732439 |     -0.923111516731438 |     -0.922659728730152 |   1.00e-12 |   4.52e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
    2 |      0.214611544815801 |      0.217968267891413 |      0.217968267892413 |      0.217968267489660 |   1.00e-12 |   4.02e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
    3 |     -0.689057430462986 |     -0.823752707824151 |     -0.823752707823151 |     -0.823570225337736 |   1.00e-12 |   1.82e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
    4 |      0.358895859045763 |      0.375142800151314 |      0.375142800152314 |      0.375142681155979 |   1.00e-12 |   1.19e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
    5 |      1.162009027185988 |      2.308454921390519 |      2.308454921391515 |      2.308457620144421 |   9.96e-13 |   2.70e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
    6 |      0.392749537945219 |      0.414272676778397 |      0.414272676779397 |      0.414272352512766 |   1.00e-12 |   3.24e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
    7 |     -0.035950897753422 |     -0.035966394215184 |     -0.035966394214184 |     -0.035966394215184 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
    8 |      1.366849434091165 |      4.835065684145841 |      4.835065684146840 |      4.835065689497257 |   9.99e-13 |   5.35e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
    9 |     -0.720709572149274 |     -0.878324091045005 |     -0.878324091044005 |     -0.878018168945776 |   1.00e-12 |   3.06e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   10 |     -0.195652668138362 |     -0.198188022401437 |     -0.198188022400437 |     -0.198188022256651 |   1.00e-12 |   1.45e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   11 |     -0.109705150228583 |     -0.110147387860426 |     -0.110147387859426 |     -0.110147387860179 |   1.00e-12 |   2.47e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   12 |     -1.489831478760152 |    -12.324038968555168 |    -12.324038968554103 |    -12.324038968556501 |   1.07e-12 |   1.33e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   13 |     -0.801913230977838 |     -1.033587895247203 |     -1.033587895246201 |     -1.034279721433692 |   1.00e-12 |   6.92e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   14 |     -0.544025236528914 |     -0.604914454746104 |     -0.604914454745104 |     -0.604902012634155 |   1.00e-12 |   1.24e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   15 |     -0.987433074521949 |     -1.515183664105408 |     -1.515183664104409 |     -1.515246516919025 |   9.99e-13 |   6.29e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   16 |     -0.312943879887424 |     -0.323576528862134 |     -0.323576528861134 |     -0.323576502841828 |   1.00e-12 |   2.60e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   17 |     -1.321061551411973 |     -3.920654988495427 |     -3.920654988494426 |     -3.920655021433439 |   1.00e-12 |   3.29e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   18 |      1.062608476650324 |      1.795390211164079 |      1.795390211165078 |      1.795408840474250 |   1.00e-12 |   1.86e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   19 |     -0.588030567710012 |     -0.666707060098809 |     -0.666707060097809 |     -0.666677098634579 |   1.00e-12 |   3.00e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   20 |     -0.311989688836806 |     -0.322522757355743 |     -0.322522757354743 |     -0.322522732201301 |   1.00e-12 |   2.52e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   21 |      0.022977981305011 |      0.022982026189197 |      0.022982026190197 |      0.022982026189197 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   22 |      0.342279638725830 |      0.356303841881120 |      0.356303841882120 |      0.356303771588384 |   1.00e-12 |   7.03e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   23 |      1.503915916319441 |     14.929761221004384 |     14.929761221005375 |     14.929761221004634 |   9.91e-13 |   2.50e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   24 |      0.437374299388701 |      0.467576834151221 |      0.467576834152221 |      0.467575757622585 |   1.00e-12 |   1.08e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   25 |     -0.586816569774108 |     -0.664954859476444 |     -0.664954859475444 |     -0.664925591122375 |   1.00e-12 |   2.93e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   26 |      0.080005292744745 |      0.080176431473698 |      0.080176431474698 |      0.080176431473690 |   1.00e-12 |   7.65e-15 | 0.0000000000 | 0.0000000000 | 0.0000000000
   27 |      0.593921566592497 |      0.675250250805009 |      0.675250250806009 |      0.675216707040842 |   1.00e-12 |   3.35e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   28 |      0.720487249934815 |      0.877930334527515 |      0.877930334528515 |      0.877625499037679 |   1.00e-12 |   3.05e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   29 |     -1.495110462607344 |    -13.187268601652857 |    -13.187268601651853 |    -13.187268601653590 |   1.00e-12 |   7.34e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   30 |     -0.347811688385898 |     -0.362550575277309 |     -0.362550575276309 |     -0.362550491290583 |   1.00e-12 |   8.40e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   31 |     -0.962925837817108 |     -1.437289993730849 |     -1.437289993729849 |     -1.437380168695771 |   1.00e-12 |   9.02e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   32 |     -0.620469525699659 |     -0.714618071406544 |     -0.714618071405544 |     -0.714562966674273 |   1.00e-12 |   5.51e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   33 |      0.409744047815090 |      0.434326935792428 |      0.434326935793428 |      0.434326415993108 |   1.00e-12 |   5.20e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   34 |     -0.858876169588719 |     -1.158919182532604 |     -1.158919182531602 |     -1.159275989677366 |   1.00e-12 |   3.57e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   35 |     -1.221337252396987 |     -2.744119519740884 |     -2.744119519739883 |     -2.744120186245414 |   1.00e-12 |   6.67e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   36 |      0.032146352989564 |      0.032157430787239 |      0.032157430788239 |      0.032157430787239 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   37 |     -1.130045552313608 |     -2.120000402729328 |     -2.120000402728326 |     -2.120005675060989 |   1.00e-12 |   5.27e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   38 |     -1.346891399372957 |     -4.391295680850361 |     -4.391295680849363 |     -4.391295693221021 |   9.98e-13 |   1.24e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   39 |      0.902938404595829 |      1.267791090308885 |      1.267791090309885 |      1.267996148580587 |   1.00e-12 |   2.05e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   40 |      1.252344449065374 |      3.033316589482586 |      3.033316589483588 |      3.033316879976260 |   1.00e-12 |   2.90e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   41 |     -1.514883094862635 |    -17.866212553243326 |    -17.866212553242303 |    -17.866212553243390 |   1.02e-12 |   6.39e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   42 |     -1.338304135315711 |     -4.223441620369926 |     -4.223441620368926 |     -4.223441637709447 |   1.00e-12 |   1.73e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   43 |      0.010815560713439 |      0.010815982454790 |      0.010815982455790 |      0.010815982454790 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   44 |      0.196348701348405 |      0.198911494663043 |      0.198911494664043 |      0.198911494512472 |   1.00e-12 |   1.51e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   45 |      0.945314496963042 |      1.384624749928232 |      1.384624749929232 |      1.384740529099972 |   1.00e-12 |   1.16e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   46 |      1.063964264596454 |      1.801130256995536 |      1.801130256996537 |      1.801148451346684 |   1.00e-12 |   1.82e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   47 |     -0.156333234316921 |     -0.157619408386502 |     -0.157619408385502 |     -0.157619408374299 |   1.00e-12 |   1.22e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   48 |      0.591853227379688 |      0.672243021392350 |      0.672243021393350 |      0.672210777863854 |   1.00e-12 |   3.22e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   49 |     -0.833574685320204 |     -1.101312311986640 |     -1.101312311985639 |     -1.101794524097275 |   1.00e-12 |   4.82e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   50 |      1.084684897247591 |      1.892492855526656 |      1.892492855527656 |      1.892505429690186 |   1.00e-12 |   1.26e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   51 |     -0.737351680905577 |     -0.908244928159347 |     -0.908244928158347 |     -0.907846717495743 |   1.00e-12 |   3.98e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   52 |      0.051134072582060 |      0.051178685883020 |      0.051178685884020 |      0.051178685883020 |   1.00e-12 |   5.55e-17 | 0.0000000000 | 0.0000000000 | 0.0000000000
   53 |      1.239583308489459 |      2.907984689270353 |      2.907984689271355 |      2.907985102041490 |   1.00e-12 |   4.13e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   54 |     -0.894327198415243 |     -1.245581064504688 |     -1.245581064503687 |     -1.245810274101162 |   1.00e-12 |   2.29e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   55 |     -0.692785654560922 |     -0.830030095230850 |     -0.830030095229849 |     -0.829835951386549 |   1.00e-12 |   1.94e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   56 |     -1.008079656011945 |     -1.585438063020729 |     -1.585438063019728 |     -1.585483849843313 |   1.00e-12 |   4.58e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   57 |     -1.136276993176103 |     -2.154697259426487 |     -2.154697259425486 |     -2.154701904992519 |   1.00e-12 |   4.65e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   58 |      1.179047489352852 |      2.420717157838091 |      2.420717157839085 |      2.420719004784732 |   9.94e-13 |   1.85e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   59 |     -0.678258838953365 |     -0.805785657179477 |     -0.805785657178476 |     -0.805633407840818 |   1.00e-12 |   1.52e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   60 |      0.683725476684172 |      0.814841712570211 |      0.814841712571211 |      0.814674788661681 |   1.00e-12 |   1.67e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   61 |      1.122929461013838 |      2.081482178777675 |      2.081482178778673 |      2.081488257335817 |   9.99e-13 |   6.08e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   62 |      0.372506470928208 |      0.390749512698663 |      0.390749512699663 |      0.390749332728015 |   1.00e-12 |   1.80e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   63 |      0.758407325349618 |      0.947424609971037 |      0.947424609972037 |      0.946872801855795 |   1.00e-12 |   5.52e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   64 |      0.723986155729178 |      0.884145178895719 |      0.884145178896720 |      0.883822821846587 |   1.00e-12 |   3.22e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   65 |      0.181167368703215 |      0.183175809510360 |      0.183175809511360 |      0.183175809448375 |   1.00e-12 |   6.20e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   66 |      1.540210492426537 |     32.684678057914240 |     32.684678057915207 |     32.684678057914304 |   9.66e-13 |   6.39e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   67 |      1.241951038189485 |      2.930530103663503 |      2.930530103664503 |      2.930530490792907 |   1.00e-12 |   3.87e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   68 |      0.472832215723331 |      0.511534050590246 |      0.511534050591246 |      0.511531476525176 |   1.00e-12 |   2.57e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   69 |     -1.313802935121674 |     -3.805106601857133 |     -3.805106601856134 |     -3.805106644441555 |   9.99e-13 |   4.26e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   70 |      1.253283208271498 |      3.042920230799708 |      3.042920230800709 |      3.042920513723333 |   1.00e-12 |   2.83e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   71 |      0.194302915743032 |      0.196785628062659 |      0.196785628063659 |      0.196785627928518 |   1.00e-12 |   1.34e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   72 |      0.659165395412867 |      0.774768458866566 |      0.774768458867566 |      0.774658645842445 |   1.00e-12 |   1.10e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   73 |      1.304956717934630 |      3.672633160886292 |      3.672633160887292 |      3.672633218560884 |   1.00e-12 |   5.77e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   74 |      1.368027732203735 |      4.863954668986784 |      4.863954668987784 |      4.863954674066937 |   1.00e-12 |   5.08e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   75 |      0.694753960883061 |      0.833359910510376 |      0.833359910511375 |      0.833159336606015 |   1.00e-12 |   2.01e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   76 |     -1.471508813017544 |    -10.038642292703292 |    -10.038642292702248 |    -10.038642292711588 |   1.04e-12 |   8.30e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   77 |     -0.093424510678510 |     -0.093697270369750 |     -0.093697270368750 |     -0.093697270369708 |   1.00e-12 |   4.21e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   78 |     -0.198508977270585 |     -0.201158212510941 |     -0.201158212509941 |     -0.201158212341052 |   1.00e-12 |   1.70e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   79 |     -1.188026877204864 |     -2.483685001743313 |     -2.483685001742305 |     -2.483686503781358 |   1.01e-12 |   1.50e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   80 |     -0.035949917491104 |     -0.035965412684851 |     -0.035965412683851 |     -0.035965412684851 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   81 |     -1.447913467709195 |     -8.096829240992443 |     -8.096829240991433 |     -8.096829241048848 |   1.01e-12 |   5.64e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   82 |      1.546316859010727 |     40.842401179648363 |     40.842401179649237 |     40.842401179648462 |   8.74e-13 |   9.95e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   83 |      0.743611257155093 |      0.919733549739424 |      0.919733549740424 |      0.919294417968534 |   1.00e-12 |   4.39e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   84 |     -1.152815087407075 |     -2.251474540818874 |     -2.251474540817870 |     -2.251477830437312 |   1.00e-12 |   3.29e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   85 |      0.236985552097981 |      0.241524076272475 |      0.241524076273475 |      0.241524075071504 |   1.00e-12 |   1.20e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   86 |     -0.957125265553982 |     -1.419653424747792 |     -1.419653424746792 |     -1.419751419837208 |   1.00e-12 |   9.80e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   87 |     -0.077340434414164 |     -0.077495009302646 |     -0.077495009301646 |     -0.077495009302640 |   1.00e-12 |   5.26e-15 | 0.0000000000 | 0.0000000000 | 0.0000000000
   88 |      0.773606730950933 |      0.976690902463451 |      0.976690902464451 |      0.975995941198201 |   1.00e-12 |   6.95e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   89 |      0.328595062035147 |      0.340955851647303 |      0.340955851648302 |      0.340955806948392 |   1.00e-12 |   4.47e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   90 |      0.651182167200196 |      0.762071432192964 |      0.762071432193964 |      0.761975885886653 |   1.00e-12 |   9.55e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   91 |     -0.892818632148847 |     -1.241739215711061 |     -1.241739215710061 |     -1.241972902858695 |   1.00e-12 |   2.34e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   92 |      0.213687500342876 |      0.217000516554019 |      0.217000516555019 |      0.217000516170952 |   1.00e-12 |   3.83e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   93 |      0.630816923190678 |      0.730366681550565 |      0.730366681551565 |      0.730300168134887 |   1.00e-12 |   6.65e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   94 |      0.447623235953249 |      0.480127058381620 |      0.480127058382620 |      0.480125663900317 |   1.00e-12 |   1.39e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   95 |     -0.651968514699489 |     -0.763315198844743 |     -0.763315198843743 |     -0.763218327100783 |   1.00e-12 |   9.69e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   96 |      1.227712044445935 |      2.799466667464031 |      2.799466667465030 |      2.799467232896033 |   9.99e-13 |   5.65e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   97 |      1.024056296059169 |      1.643037705097973 |      1.643037705098973 |      1.643073233142067 |   9.99e-13 |   3.55e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   98 |     -0.830019433834884 |     -1.093475586989004 |     -1.093475586988002 |     -1.093978178802366 |   1.00e-12 |   5.03e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   99 |     -1.480640468827738 |    -11.061834401539958 |    -11.061834401538921 |    -11.061834401543447 |   1.04e-12 |   3.49e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
  100 |      0.637519585335637 |      0.740695499943773 |      0.740695499944773 |      0.740620477860058 |   1.00e-12 |   7.50e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  101 |     -0.616725388955581 |     -0.708976949880441 |     -0.708976949879440 |     -0.708925508928914 |   1.00e-12 |   5.14e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  102 |     -1.552015479604267 |    -53.239473900145470 |    -53.239473900144446 |    -53.239473900145640 |   1.02e-12 |   1.71e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
  103 |     -1.106361293635031 |     -1.996069069012315 |     -1.996069069011313 |     -1.996077460691403 |   1.00e-12 |   8.39e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  104 |      0.333836018514507 |      0.346816600432592 |      0.346816600433593 |      0.346816547156765 |   1.00e-12 |   5.33e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  105 |     -1.569130870530093 |   -600.435506204126000 |   -600.435506204133503 |   -600.435506204148055 |   7.50e-12 |   2.21e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
  106 |      1.369641794137348 |      4.904069260378654 |      4.904069260379653 |      4.904069265107059 |   9.99e-13 |   4.73e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  107 |      1.399818452453792 |      5.791605972292338 |      5.791605972293336 |      5.791605973390601 |   9.98e-13 |   1.10e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  108 |      1.256708074574437 |      3.078427358984373 |      3.078427358985371 |      3.078427615751445 |   9.98e-13 |   2.57e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  109 |     -0.732075749185666 |     -0.898662661437067 |     -0.898662661436067 |     -0.898296172392373 |   1.00e-12 |   3.66e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  110 |      0.598812240324095 |      0.682394540788950 |      0.682394540789950 |      0.682357728844664 |   1.00e-12 |   3.68e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  111 |     -1.570511278030877 |  -3508.171580238214119 |  -3508.171580238672050 |  -3508.171580238967636 |   4.58e-10 |   7.54e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  112 |     -0.604117986970685 |     -0.690199304935843 |     -0.690199304934843 |     -0.690158618726608 |   1.00e-12 |   4.07e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  113 |     -0.160922457726114 |     -0.162326083520812 |     -0.162326083519812 |     -0.162326083504026 |   1.00e-12 |   1.68e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
  114 |      1.300760465586064 |      3.612759256537117 |      3.612759256538117 |      3.612759322901403 |   9.99e-13 |   6.64e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  115 |     -0.765712969584452 |     -0.961384772592350 |     -0.961384772591350 |     -0.960767965243188 |   1.00e-12 |   6.17e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  116 |      1.046453573649902 |      1.729078726677719 |      1.729078726678719 |      1.729103290888471 |   1.00e-12 |   2.46e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  117 |     -0.144916839238621 |     -0.145939895012605 |     -0.145939895011605 |     -0.145939895007313 |   1.00e-12 |   5.29e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
  118 |     -1.345356110680831 |     -4.360363206363783 |     -4.360363206362783 |     -4.360363219516696 |   1.00e-12 |   1.32e-08 | 0.0000000000 | 0.0010046959 | 0.0000000000
  119 |      0.079441161848208 |      0.079608699815269 |      0.079608699816269 |      0.079608699815262 |   1.00e-12 |   7.06e-15 | 0.0000000000 | 0.0000000000 | 0.0000000000
  120 |      1.037114001519026 |      1.692407641862146 |      1.692407641863144 |      1.692436348959215 |   9.99e-13 |   2.87e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  121 |      0.222314034520565 |      0.226050433127444 |      0.226050433128444 |      0.226050432534498 |   1.00e-12 |   5.93e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  122 |     -1.093109017523138 |     -1.931714429801079 |     -1.931714429800076 |     -1.931725199535860 |   1.00e-12 |   1.08e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  123 |      1.189288570086814 |      2.492758125174636 |      2.492758125175628 |      2.492759583635985 |   9.92e-13 |   1.46e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  124 |      1.248255551320127 |      2.992116476756485 |      2.992116476757485 |      2.992116802359551 |   1.00e-12 |   3.26e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  125 |     -0.812707337644800 |     -1.056166163473788 |     -1.056166163472787 |     -1.056779061345135 |   1.00e-12 |   6.13e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  126 |     -0.361653327246804 |     -0.378291597936337 |     -0.378291597935337 |     -0.378291468378625 |   1.00e-12 |   1.30e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  127 |      0.371045040334901 |      0.389065903541658 |      0.389065903542658 |      0.389065731267566 |   1.00e-12 |   1.72e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  128 |      0.434605515772201 |      0.464207070593999 |      0.464207070594999 |      0.464206067765013 |   1.00e-12 |   1.00e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  129 |     -1.076763124858868 |     -1.856734363593041 |     -1.856734363592039 |     -1.856748872946038 |   1.00e-12 |   1.45e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  130 |     -1.316300830484728 |     -3.844142220456098 |     -3.844142220455097 |     -3.844142259470467 |   1.00e-12 |   3.90e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  131 |     -1.507455659205931 |    -15.766526205897744 |    -15.766526205896756 |    -15.766526205897906 |   9.88e-13 |   1.62e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
  132 |     -1.028159776337968 |     -1.658321964440910 |     -1.658321964439910 |     -1.658355209627590 |   1.00e-12 |   3.32e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  133 |      0.559295097471399 |      0.625967993122925 |      0.625967993123924 |      0.625950990401882 |   9.99e-13 |   1.70e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  134 |     -0.161520669933964 |     -0.162940118174562 |     -0.162940118173562 |     -0.162940118157075 |   1.00e-12 |   1.75e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
  135 |     -0.473301859274389 |     -0.512126726827582 |     -0.512126726826582 |     -0.512124123983216 |   1.00e-12 |   2.60e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  136 |     -0.593797231959691 |     -0.675069239388549 |     -0.675069239387549 |     -0.675035775124999 |   1.00e-12 |   3.35e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  137 |      0.775808004715025 |      0.981001300728325 |      0.981001300729325 |      0.980282964013896 |   1.00e-12 |   7.18e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  138 |      1.156387644907614 |      2.273332794243514 |      2.273332794244510 |      2.273335841907639 |   9.96e-13 |   3.05e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  139 |      1.186356926957724 |      2.471763080761762 |      2.471763080762754 |      2.471764642248353 |   9.92e-13 |   1.56e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  140 |      1.432688433980368 |      7.194621178864039 |      7.194621178865033 |      7.194621179025248 |   9.94e-13 |   1.61e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  141 |     -0.849924803139212 |     -1.138160090948700 |     -1.138160090947698 |     -1.138557552043294 |   1.00e-12 |   3.97e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  142 |      1.108101017272214 |      2.004770584883716 |      2.004770584884715 |      2.004778701731924 |   9.98e-13 |   8.12e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  143 |     -0.138451079135530 |     -0.139342557614713 |     -0.139342557613713 |     -0.139342557611512 |   1.00e-12 |   3.20e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
  144 |      0.920686795001444 |      1.315136672859015 |      1.315136672860016 |      1.315298867708031 |   1.00e-12 |   1.62e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  145 |     -1.367120825093659 |     -4.841690309007191 |     -4.841690309006188 |     -4.841690314295015 |   1.00e-12 |   5.29e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  146 |     -0.640686397217163 |     -0.745611266336827 |     -0.745611266335826 |     -0.745531885691390 |   1.00e-12 |   7.94e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  147 |      1.390534146059546 |      5.487257362028952 |      5.487257362029945 |      5.487257363795037 |   9.93e-13 |   1.77e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  148 |      0.709549332683437 |      0.858745352978997 |      0.858745352979997 |      0.858489781700623 |   1.00e-12 |   2.56e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  149 |      1.364877447370866 |      4.787446836622125 |      4.787446836623122 |      4.787446842456394 |   9.97e-13 |   5.83e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  150 |      0.794688127226348 |      1.018754697655308 |      1.018754697656307 |      1.019504148797443 |   9.99e-13 |   7.49e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  151 |     -0.778056708939407 |     -0.985423839431745 |     -0.985423839430744 |     -0.984680872946170 |   1.00e-12 |   7.43e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  152 |      1.173177692441265 |      2.381014784684062 |      2.381014784685057 |      2.381016893361424 |   9.96e-13 |   2.11e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  153 |     -0.782598092267788 |     -0.994415480198387 |     -0.994415480197386 |     -0.993620368184908 |   1.00e-12 |   7.95e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
